,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Bank deposit(target)
2671,59,retired,married,unknown,no,1116.0,no,no,cellular,30,apr,5,1,-1,0,unknown,no
2672,59,management,married,tertiary,no,1729.0,no,no,cellular,30,apr,1,1,-1,0,unknown,no
2674,59,retired,married,secondary,no,493.0,no,no,cellular,30,apr,3,1,-1,0,unknown,yes
2676,59,housemaid,married,primary,no,182.0,no,no,cellular,30,apr,1,1,86,1,failure,no
2677,59,management,married,tertiary,no,3421.0,no,no,cellular,4,may,2,5,-1,0,unknown,no
2678,59,retired,divorced,secondary,no,514.0,no,no,cellular,4,may,11,6,90,1,success,yes
2679,59,blue-collar,married,primary,no,6212.0,yes,no,cellular,5,may,9,2,-1,0,unknown,no
2680,59,admin.,divorced,primary,no,191.0,yes,no,cellular,5,may,4,1,-1,0,unknown,no
2682,59,retired,married,primary,no,1064.0,yes,no,cellular,6,may,1,2,-1,0,unknown,no
2683,59,admin.,single,secondary,no,2166.0,yes,yes,cellular,7,may,9,1,-1,0,unknown,yes
2684,59,retired,married,secondary,no,599.0,yes,no,cellular,7,may,0,1,-1,0,unknown,no
2685,59,management,divorced,tertiary,yes,-23.0,yes,no,telephone,7,may,4,2,-1,0,unknown,no
2686,59,retired,married,secondary,no,417.0,yes,no,cellular,7,may,7,2,-1,0,unknown,no
2687,59,management,married,primary,no,0.0,yes,no,telephone,7,may,2,3,-1,0,unknown,no
2688,59,self-employed,married,tertiary,no,6237.0,yes,no,cellular,8,may,1,1,169,2,failure,no
2689,59,admin.,married,secondary,no,-198.0,yes,yes,cellular,8,may,3,1,-1,0,unknown,no
2690,59,management,married,primary,no,0.0,yes,no,cellular,8,may,2,1,-1,0,unknown,no
2691,59,retired,married,tertiary,no,148.0,yes,yes,cellular,8,may,11,2,366,1,other,yes
2692,59,services,married,secondary,no,33.0,yes,no,cellular,11,may,2,1,-1,0,unknown,no
2693,59,self-employed,married,tertiary,no,0.0,yes,no,cellular,11,may,1,1,-1,0,unknown,no
2694,59,services,married,secondary,no,0.0,yes,no,telephone,11,may,7,2,361,5,failure,no
2696,59,entrepreneur,married,tertiary,no,146.0,yes,no,cellular,12,may,1,3,365,6,failure,no
2697,59,blue-collar,married,secondary,no,1635.0,yes,no,telephone,12,may,0,1,-1,0,unknown,no
2699,59,services,married,primary,no,64.0,yes,yes,telephone,12,may,6,2,-1,0,unknown,no
2700,59,admin.,married,secondary,no,1575.0,yes,no,cellular,12,may,5,3,263,11,success,no
2701,59,admin.,married,secondary,no,145.0,yes,no,telephone,12,may,9,2,287,13,success,yes
2702,59,blue-collar,divorced,secondary,no,61.0,yes,no,cellular,13,may,1,1,-1,0,unknown,no
2703,59,management,married,secondary,no,771.0,no,no,telephone,13,may,2,2,370,3,failure,no
2704,59,blue-collar,married,primary,no,-91.0,yes,no,cellular,13,may,3,1,369,5,failure,no
2705,59,admin.,married,secondary,no,506.0,yes,no,cellular,13,may,4,1,-1,0,unknown,no
2706,59,services,married,secondary,no,2965.0,yes,no,cellular,13,may,32,3,-1,0,unknown,yes
2707,59,management,married,tertiary,no,2260.0,yes,no,cellular,14,may,5,1,-1,0,unknown,no
2708,59,blue-collar,married,primary,no,5788.0,no,no,cellular,14,may,0,2,350,2,failure,no
2710,59,housemaid,divorced,primary,no,502.0,yes,no,telephone,14,may,0,3,-1,0,unknown,no
2711,59,retired,married,tertiary,no,422.0,yes,no,cellular,14,may,10,4,-1,0,unknown,yes
2712,59,management,married,primary,no,2345.0,yes,no,cellular,15,may,6,1,-1,0,unknown,no
2714,59,self-employed,married,primary,no,671.0,yes,no,cellular,15,may,0,2,332,3,failure,no
2715,59,blue-collar,married,secondary,no,437.0,yes,no,telephone,15,may,1,4,-1,0,unknown,no
2716,59,blue-collar,married,secondary,no,32.0,yes,no,cellular,18,may,3,5,-1,0,unknown,no
2717,59,retired,divorced,primary,no,47.0,yes,no,telephone,18,may,1,3,374,1,failure,no
2718,59,admin.,married,secondary,no,106.0,no,no,cellular,22,may,3,1,-1,0,unknown,yes
2719,59,management,married,tertiary,no,2239.0,no,no,cellular,22,may,7,1,-1,0,unknown,yes
2720,59,management,divorced,tertiary,yes,0.0,no,no,cellular,22,may,3,1,-1,0,unknown,no
2721,59,services,single,secondary,no,0.0,no,no,cellular,22,may,5,1,-1,0,unknown,no
2722,59,management,divorced,tertiary,no,81.0,no,no,cellular,26,may,2,1,-1,0,unknown,no
2723,59,management,married,tertiary,no,1831.0,no,no,cellular,26,may,4,2,98,2,failure,no
2724,59,admin.,married,secondary,no,205.0,no,no,telephone,1,jun,4,1,-1,0,unknown,no
2725,59,retired,married,tertiary,no,1312.0,yes,no,cellular,1,jun,4,2,-1,0,unknown,no
2726,59,unemployed,divorced,secondary,no,2026.0,no,no,cellular,2,jun,6,1,-1,0,unknown,no
2727,59,retired,married,primary,no,2632.0,no,no,cellular,3,jun,2,1,-1,0,unknown,no
2729,59,housemaid,married,secondary,no,0.0,no,no,telephone,5,jun,2,1,-1,0,unknown,no
2731,59,admin.,married,secondary,no,3735.0,no,no,cellular,17,jun,4,3,91,6,success,yes
2732,59,retired,married,primary,no,3648.0,no,no,telephone,19,jun,22,3,-1,0,unknown,yes
2734,59,management,married,tertiary,no,281.0,no,no,cellular,8,jul,7,2,-1,0,unknown,no
2735,59,blue-collar,divorced,primary,no,989.0,no,no,cellular,20,jul,2,2,-1,0,unknown,yes
2736,59,housemaid,married,secondary,no,0.0,no,no,telephone,7,aug,1,2,63,1,failure,no
2737,59,retired,married,unknown,no,1116.0,no,no,cellular,7,aug,2,2,99,1,failure,no
2738,59,retired,married,tertiary,no,1425.0,no,no,cellular,10,aug,8,2,102,1,success,no
2739,59,retired,divorced,tertiary,no,3444.0,no,no,cellular,10,aug,4,1,185,2,success,yes
2740,59,housemaid,married,primary,no,182.0,no,no,cellular,12,aug,1,1,104,2,failure,no
2741,59,technician,married,secondary,no,116.0,no,no,cellular,12,aug,6,4,422,3,failure,yes
2742,59,unemployed,divorced,secondary,no,2026.0,no,no,cellular,14,aug,3,3,73,1,failure,no
2743,59,management,divorced,tertiary,no,3368.0,no,no,cellular,14,aug,4,1,-1,0,unknown,no
2744,59,retired,divorced,secondary,no,1.0,no,no,cellular,19,aug,5,1,-1,0,unknown,yes
2745,59,management,married,tertiary,no,2239.0,no,no,cellular,20,aug,6,6,90,1,success,yes
2746,59,management,married,tertiary,no,1978.0,yes,no,cellular,20,aug,15,1,-1,0,unknown,no
2747,59,management,married,tertiary,no,474.0,no,no,cellular,21,aug,4,1,-1,0,unknown,yes
2748,59,unemployed,married,secondary,no,1047.0,no,no,cellular,21,aug,7,1,184,3,success,yes
2749,59,retired,married,secondary,no,1341.0,no,no,cellular,27,aug,2,2,97,1,other,no
2750,59,admin.,single,secondary,no,4744.0,no,no,cellular,4,sep,14,1,-1,0,unknown,yes
2751,59,management,married,tertiary,no,315.0,no,no,cellular,7,sep,1,2,-1,0,unknown,no
2752,59,technician,married,tertiary,no,883.0,no,no,cellular,18,sep,25,1,31,3,failure,no
2753,59,management,married,tertiary,no,4152.0,yes,no,cellular,1,oct,1,6,141,13,failure,no
2754,59,unemployed,married,secondary,no,0.0,no,no,cellular,13,oct,1,1,216,1,failure,no
2755,59,unemployed,divorced,secondary,no,7469.0,no,no,cellular,15,oct,1,1,-1,0,unknown,no
2756,59,unemployed,married,secondary,no,561.0,no,no,telephone,19,oct,5,2,-1,0,unknown,no
2757,59,retired,married,primary,no,3648.0,no,no,telephone,23,oct,4,2,126,3,success,yes
2758,59,retired,married,tertiary,no,1425.0,no,no,cellular,26,oct,2,2,77,3,failure,no
2759,59,housemaid,married,secondary,no,0.0,no,no,telephone,27,oct,6,1,81,3,failure,no
2760,59,management,married,secondary,no,4412.0,no,no,cellular,2,nov,2,2,-1,0,unknown,yes
2761,59,self-employed,married,tertiary,no,2013.0,no,no,cellular,17,nov,6,2,-1,0,unknown,yes
2762,59,unemployed,married,secondary,no,957.0,no,no,cellular,9,dec,7,2,-1,0,unknown,yes
2763,59,management,married,primary,no,8334.0,no,no,cellular,17,dec,2,4,182,2,other,no
2764,59,retired,married,primary,no,2074.0,no,no,cellular,21,dec,7,1,186,2,success,yes
2767,59,services,single,secondary,no,739.0,no,no,cellular,14,jan,6,1,-1,0,unknown,yes
2769,59,technician,married,secondary,no,116.0,no,no,cellular,11,feb,4,1,183,7,success,yes
2770,59,management,married,tertiary,no,2764.0,no,no,cellular,18,feb,7,1,56,3,failure,no
2772,59,unemployed,divorced,secondary,no,7469.0,no,no,cellular,22,feb,4,1,130,1,failure,no
2773,59,technician,married,secondary,no,7766.0,yes,no,cellular,25,feb,23,1,461,1,failure,yes
2774,59,management,married,tertiary,no,315.0,no,no,cellular,2,mar,9,1,176,2,failure,yes
2775,59,unemployed,married,secondary,no,957.0,no,no,cellular,8,mar,5,1,89,2,success,yes
2776,59,retired,married,secondary,no,2126.0,no,no,cellular,18,mar,5,1,343,1,failure,no
2777,59,management,married,tertiary,no,3342.0,no,no,cellular,18,mar,7,2,188,6,other,yes
2778,59,retired,married,primary,no,4007.0,no,no,cellular,26,mar,2,2,116,4,failure,no
2780,59,management,married,tertiary,no,1.0,yes,no,cellular,29,apr,3,1,-1,0,unknown,yes
2781,59,management,married,tertiary,no,138.0,yes,yes,cellular,13,may,1,1,280,4,failure,no
2783,59,retired,married,primary,no,4007.0,no,no,cellular,28,may,9,3,63,6,failure,no
2784,59,blue-collar,married,secondary,no,448.0,no,no,unknown,8,jun,3,1,651,7,other,no
2785,59,management,married,tertiary,no,101.0,no,yes,unknown,9,jun,0,1,686,2,failure,no
2786,59,retired,divorced,primary,no,1194.0,yes,no,cellular,15,jun,2,4,389,2,failure,no
2787,59,management,married,tertiary,no,5397.0,no,no,cellular,23,jun,11,3,-1,0,unknown,yes
2788,59,management,married,secondary,no,111.0,no,no,telephone,8,jul,5,2,381,3,failure,no
2789,59,technician,single,secondary,no,571.0,no,yes,unknown,2,aug,0,1,-1,0,unknown,no
2790,59,unknown,married,unknown,no,1500.0,no,no,cellular,4,aug,4,1,182,1,other,no
2791,59,unemployed,married,secondary,no,1625.0,no,no,cellular,4,aug,3,1,180,2,success,yes
2792,59,management,married,tertiary,no,4606.0,no,no,telephone,1,sep,3,2,189,2,failure,no
2793,59,management,married,tertiary,no,5397.0,no,no,cellular,23,sep,4,1,92,3,success,yes
2794,59,retired,divorced,primary,no,606.0,no,no,unknown,12,oct,0,1,526,2,failure,no
2795,59,technician,married,secondary,no,1.0,no,no,cellular,14,oct,9,1,182,5,success,yes
2796,59,entrepreneur,married,secondary,no,496.0,no,no,cellular,22,oct,12,3,183,1,success,yes
2797,59,unknown,married,unknown,no,1500.0,no,no,cellular,16,nov,4,1,104,2,failure,no
2798,59,management,married,tertiary,no,138.0,yes,yes,cellular,16,nov,2,2,187,5,failure,no
2799,58,management,married,tertiary,no,1517.0,yes,no,telephone,29,jul,0,5,-1,0,unknown,no
2800,58,retired,married,primary,no,3401.0,yes,no,cellular,3,feb,1,3,265,2,failure,no
2801,58,technician,married,tertiary,no,883.0,no,no,cellular,18,aug,9,1,78,2,failure,no
2802,58,housemaid,married,tertiary,no,497.0,no,no,unknown,11,jun,2,5,-1,0,unknown,no
2803,58,admin.,married,secondary,no,2.0,yes,yes,telephone,25,jul,4,9,-1,0,unknown,no
2804,58,management,married,primary,no,76.0,yes,no,telephone,18,may,0,4,-1,0,unknown,no
2805,58,retired,married,unknown,no,937.0,no,no,cellular,5,aug,2,1,-1,0,unknown,no
2806,58,retired,divorced,tertiary,no,264.0,yes,yes,cellular,8,jul,8,3,-1,0,unknown,no
2807,58,self-employed,divorced,tertiary,no,1382.0,no,no,unknown,9,jun,11,1,-1,0,unknown,yes
2808,58,retired,married,secondary,no,225.0,no,no,cellular,7,aug,2,6,-1,0,unknown,no
2809,58,retired,divorced,primary,no,2538.0,yes,no,cellular,31,jul,5,6,-1,0,unknown,no
2810,58,management,single,tertiary,no,2.0,yes,no,telephone,11,may,2,3,-1,0,unknown,no
2811,58,management,married,secondary,no,111.0,no,no,telephone,24,mar,0,2,-1,0,unknown,no
2812,58,blue-collar,married,primary,no,309.0,no,no,cellular,19,aug,2,2,-1,0,unknown,no
2813,58,technician,single,secondary,no,409.0,no,yes,cellular,14,jul,10,2,-1,0,unknown,no
2814,58,retired,divorced,unknown,no,5920.0,yes,no,cellular,23,jul,4,1,-1,0,unknown,no
2815,58,self-employed,married,primary,no,1013.0,yes,no,cellular,11,aug,3,1,461,1,failure,yes
2816,58,blue-collar,divorced,secondary,no,543.0,no,yes,telephone,17,jul,4,3,-1,0,unknown,no
2817,58,management,married,secondary,no,37.0,no,no,cellular,18,aug,1,11,-1,0,unknown,no
2818,58,management,married,tertiary,no,299.0,no,no,cellular,16,jul,2,4,-1,0,unknown,no
2819,58,housemaid,married,primary,no,5278.0,yes,no,unknown,4,jun,12,4,-1,0,unknown,no
2820,58,management,married,tertiary,no,2729.0,no,no,unknown,18,jun,3,1,-1,0,unknown,no
2821,58,self-employed,married,secondary,no,1407.0,yes,no,unknown,30,may,0,1,-1,0,unknown,no
2822,58,retired,single,secondary,no,1640.0,no,yes,cellular,4,feb,1,6,274,4,failure,no
2823,58,entrepreneur,married,secondary,no,2.0,no,no,unknown,16,jun,11,1,-1,0,unknown,no
2824,58,blue-collar,married,primary,no,781.0,yes,no,cellular,15,may,1,2,-1,0,unknown,no
2825,58,self-employed,married,primary,no,671.0,yes,no,unknown,17,jun,0,3,-1,0,unknown,no
2826,58,technician,married,secondary,no,116.0,no,no,unknown,16,jun,9,3,-1,0,unknown,no
2827,58,unemployed,married,tertiary,no,744.0,no,no,telephone,28,jan,0,1,-1,0,unknown,no
2828,58,unemployed,married,tertiary,no,1798.0,yes,no,cellular,5,feb,0,8,-1,0,unknown,no
2829,58,retired,married,secondary,no,235.0,no,no,cellular,27,aug,1,4,-1,0,unknown,no
2830,58,management,divorced,tertiary,no,1533.0,no,no,unknown,15,may,2,2,-1,0,unknown,no
2831,58,technician,married,secondary,no,175.0,no,no,cellular,12,aug,1,4,-1,0,unknown,no
2832,58,management,married,tertiary,no,3228.0,no,no,cellular,19,aug,0,2,-1,0,unknown,no
2833,58,management,divorced,tertiary,no,1573.0,yes,yes,cellular,17,nov,4,1,-1,0,unknown,no
2834,58,management,married,tertiary,no,9339.0,yes,no,telephone,18,nov,0,3,172,3,other,no
2835,58,retired,married,secondary,no,425.0,yes,yes,cellular,17,nov,1,1,-1,0,unknown,no
2836,58,blue-collar,married,primary,no,0.0,yes,no,cellular,31,jul,0,25,-1,0,unknown,no
2837,58,housemaid,single,tertiary,no,145.0,yes,yes,cellular,16,jul,2,2,-1,0,unknown,no
2838,58,retired,married,secondary,no,502.0,yes,no,cellular,12,may,3,2,370,3,failure,no
2839,58,retired,married,secondary,no,983.0,no,no,cellular,5,aug,2,1,-1,0,unknown,no
2840,58,retired,single,primary,no,6570.0,no,no,cellular,21,jul,1,3,-1,0,unknown,no
2841,58,management,married,secondary,no,407.0,yes,no,cellular,29,jul,2,2,-1,0,unknown,no
2842,58,housemaid,married,primary,no,419.0,no,yes,unknown,5,jun,4,3,-1,0,unknown,no
2843,58,retired,married,primary,no,4007.0,no,no,cellular,30,nov,9,4,-1,0,unknown,no
2844,58,retired,married,secondary,no,11.0,no,no,cellular,11,aug,4,1,-1,0,unknown,no
2845,58,retired,married,primary,no,0.0,no,no,cellular,4,aug,8,1,-1,0,unknown,no
2846,58,housemaid,married,primary,no,0.0,yes,no,telephone,9,jul,2,1,-1,0,unknown,no
2847,58,housemaid,married,secondary,no,2705.0,no,no,telephone,14,aug,2,1,-1,0,unknown,no
2848,58,management,married,tertiary,no,541.0,yes,no,cellular,8,may,1,1,-1,0,unknown,no
2849,58,unemployed,married,secondary,no,610.0,yes,no,telephone,29,jul,4,2,-1,0,unknown,no
2850,58,blue-collar,married,secondary,no,602.0,yes,no,cellular,13,may,3,1,-1,0,unknown,no
2851,58,retired,married,secondary,no,413.0,no,no,cellular,27,aug,1,5,-1,0,unknown,no
2852,58,blue-collar,married,primary,no,73.0,no,no,unknown,17,jun,1,1,-1,0,unknown,no
2853,58,management,married,tertiary,no,2764.0,no,no,cellular,17,nov,3,1,-1,0,unknown,no
2854,58,admin.,married,secondary,no,1142.0,no,no,telephone,4,feb,1,3,-1,0,unknown,no
2855,58,technician,married,primary,no,4015.0,no,no,unknown,20,jun,1,3,-1,0,unknown,no
2856,58,retired,married,secondary,no,764.0,no,no,cellular,12,aug,3,4,-1,0,unknown,no
2857,58,housemaid,married,primary,no,435.0,yes,no,telephone,28,jul,2,6,-1,0,unknown,no
2858,58,blue-collar,divorced,secondary,no,314.0,no,no,unknown,25,jun,1,2,-1,0,unknown,no
2859,58,management,married,tertiary,no,16264.0,no,no,telephone,17,nov,3,3,-1,0,unknown,no
2860,58,blue-collar,married,secondary,no,590.0,no,yes,unknown,5,jun,2,1,-1,0,unknown,no
2861,58,blue-collar,married,secondary,no,0.0,no,yes,cellular,14,apr,1,5,-1,0,unknown,no
2862,58,blue-collar,married,primary,no,23.0,yes,no,unknown,20,may,1,6,-1,0,unknown,no
2863,58,management,married,secondary,no,139.0,no,no,cellular,27,may,3,1,161,2,other,no
2864,58,management,married,primary,no,320.0,yes,no,unknown,30,may,2,2,-1,0,unknown,no
2865,58,retired,married,primary,no,1987.0,no,no,telephone,14,jul,3,4,-1,0,unknown,no
2866,58,management,single,tertiary,no,331.0,no,yes,cellular,28,jul,1,3,-1,0,unknown,no
2867,58,services,divorced,secondary,no,462.0,no,no,cellular,13,nov,8,1,93,1,success,yes
2868,58,retired,married,primary,no,565.0,no,no,telephone,7,jul,14,1,-1,0,unknown,yes
2869,58,retired,married,secondary,no,35.0,no,no,cellular,29,jul,5,7,-1,0,unknown,no
2870,58,admin.,single,secondary,no,2223.0,no,no,cellular,4,dec,18,2,114,1,success,no
2871,58,services,married,primary,no,65.0,no,no,unknown,27,jun,2,1,-1,0,unknown,no
2872,58,technician,married,secondary,no,7495.0,yes,no,unknown,13,may,5,1,-1,0,unknown,no
2873,58,management,married,primary,no,2769.0,yes,no,cellular,11,jul,1,2,-1,0,unknown,no
2874,58,management,married,tertiary,no,172.0,no,no,cellular,19,aug,2,7,-1,0,unknown,no
2875,58,blue-collar,married,primary,no,0.0,yes,no,unknown,29,may,8,2,-1,0,unknown,no
2876,58,retired,married,primary,no,5092.0,no,no,unknown,11,jun,3,6,-1,0,unknown,no
2877,58,management,married,tertiary,no,1831.0,no,no,cellular,17,nov,25,1,-1,0,unknown,no
2878,58,technician,divorced,secondary,no,-123.0,no,no,cellular,5,aug,2,2,-1,0,unknown,no
2879,58,retired,married,secondary,no,14412.0,no,no,cellular,18,nov,4,1,-1,0,unknown,no
2880,58,blue-collar,divorced,primary,no,8218.0,yes,no,cellular,31,jul,2,10,-1,0,unknown,no
2881,58,retired,married,secondary,no,3382.0,no,yes,cellular,28,may,4,2,309,2,failure,no
2882,58,blue-collar,married,secondary,no,-27.0,no,yes,telephone,31,jul,1,13,-1,0,unknown,no
2883,58,admin.,married,secondary,no,3496.0,yes,no,unknown,2,jun,1,4,-1,0,unknown,no
2884,58,management,married,tertiary,no,2143.0,yes,no,unknown,5,may,4,1,-1,0,unknown,no
2885,58,retired,married,primary,no,121.0,yes,no,unknown,5,may,0,1,-1,0,unknown,no
2886,58,technician,married,unknown,no,71.0,yes,no,unknown,5,may,1,1,-1,0,unknown,no
2887,58,retired,married,unknown,no,96.0,yes,no,unknown,5,may,10,1,-1,0,unknown,no
2888,58,self-employed,married,tertiary,no,-364.0,yes,no,unknown,5,may,5,1,-1,0,unknown,no
2889,58,retired,married,primary,no,235.0,yes,no,unknown,5,may,2,1,-1,0,unknown,no
2890,58,management,married,unknown,no,1065.0,yes,no,unknown,5,may,3,3,-1,0,unknown,no
2891,58,blue-collar,married,primary,no,76.0,yes,no,unknown,5,may,2,2,-1,0,unknown,no
2892,58,management,single,tertiary,no,1387.0,yes,no,unknown,5,may,2,5,-1,0,unknown,no
2893,58,services,married,secondary,no,1667.0,yes,yes,unknown,6,may,1,1,-1,0,unknown,no
2894,58,blue-collar,divorced,unknown,no,29.0,yes,no,unknown,6,may,4,1,-1,0,unknown,no
2895,58,retired,married,tertiary,no,0.0,no,no,unknown,6,may,6,1,-1,0,unknown,no
2896,58,technician,divorced,secondary,no,469.0,no,no,unknown,6,may,3,1,-1,0,unknown,no
2897,58,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,6,may,1,1,-1,0,unknown,no
2898,58,retired,married,secondary,no,5435.0,yes,no,unknown,6,may,1,1,-1,0,unknown,no
2899,58,management,married,tertiary,no,68.0,yes,no,unknown,6,may,2,5,-1,0,unknown,no
2900,58,services,divorced,secondary,no,1109.0,yes,yes,unknown,7,may,3,1,-1,0,unknown,no
2901,58,retired,married,secondary,no,268.0,yes,no,unknown,7,may,8,1,-1,0,unknown,no
2902,58,management,married,tertiary,no,211.0,no,no,unknown,7,may,1,2,-1,0,unknown,no
2903,58,technician,married,secondary,no,786.0,yes,no,unknown,7,may,2,3,-1,0,unknown,no
2904,58,retired,married,tertiary,no,44.0,yes,no,unknown,8,may,0,2,-1,0,unknown,no
2905,58,blue-collar,married,primary,no,5.0,no,no,unknown,8,may,2,2,-1,0,unknown,no
2906,58,self-employed,divorced,secondary,no,613.0,yes,no,unknown,8,may,2,2,-1,0,unknown,no
2907,58,management,married,secondary,no,771.0,no,no,unknown,8,may,2,3,-1,0,unknown,no
2908,58,blue-collar,married,primary,no,-91.0,yes,no,unknown,9,may,2,5,-1,0,unknown,no
2909,58,retired,divorced,primary,no,47.0,yes,no,unknown,9,may,3,1,-1,0,unknown,no
2910,58,management,single,unknown,no,127.0,yes,no,unknown,9,may,4,5,-1,0,unknown,no
2911,58,blue-collar,married,secondary,no,1166.0,yes,no,unknown,12,may,8,1,-1,0,unknown,no
2912,58,entrepreneur,married,tertiary,no,146.0,yes,no,unknown,12,may,3,6,-1,0,unknown,no
2914,58,retired,married,primary,no,193.0,yes,yes,unknown,13,may,13,3,-1,0,unknown,no
2915,58,blue-collar,married,primary,no,1357.0,yes,no,unknown,13,may,2,2,-1,0,unknown,no
2916,58,admin.,married,secondary,no,3635.0,no,no,unknown,13,may,4,2,-1,0,unknown,no
2917,58,unknown,divorced,secondary,no,3111.0,yes,no,unknown,13,may,2,2,-1,0,unknown,no
2918,58,admin.,married,secondary,no,749.0,yes,no,unknown,14,may,2,2,-1,0,unknown,no
2919,58,blue-collar,married,unknown,no,4871.0,yes,no,unknown,14,may,2,2,-1,0,unknown,no
